0.000000000000000000e+00 -6.220554494326339511e-04 -9.472371466385424445e-13
9.832735501483760854e-02 9.597909417401318921e-05 1.814843335537583899e-13
1.966460635082588893e-01 -1.960882308573730912e-05 -8.071150624223421599e-14
2.458052773844247862e-01 3.217053339258394931e-06 -4.598343501007387694e-14
2.949632876326632736e-01 1.941184591780578141e-05 2.803192791017997062e-14
3.195417605838068997e-01 1.947675862984447849e-05 5.252710155115045980e-14
3.441199188563999201e-01 1.518117717038193944e-05 6.156748837966167095e-14
3.686977737445393810e-01 8.555916655767843482e-06 5.324617518983350878e-14
3.809865916148770237e-01 5.070830556244712156e-06 4.385795681607782205e-14
3.932753382484914240e-01 1.815162782592270943e-06 3.152285664338546702e-14
4.055640148534180867e-01 -9.955433592838910215e-07 1.738044391288579021e-14
4.178526223045975208e-01 -3.191258959869318105e-06 1.964551229991930070e-15
4.301411610061816049e-01 -4.652928047488817365e-06 -1.347333591884652017e-14
4.424296309014081885e-01 -5.314838516627222691e-06 -2.835327283752207865e-14
4.547180314867944051e-01 -5.164114956908042899e-06 -4.158087039140997278e-14
4.670063618519105231e-01 -4.237572787625540136e-06 -5.260473768223015096e-14
4.792946207410945236e-01 -2.616417288396860858e-06 -6.068004397889955314e-14
4.915828066326696777e-01 -4.191672965982748809e-07 -6.543114293896607899e-14
5.038709178306570724e-01 2.206726486209198211e-06 -6.650303587453746949e-14
5.161589525636703923e-01 5.094119221513761286e-06 -6.386428976747764673e-14
5.284469090856233064e-01 8.065818882555536319e-06 -5.751431482706151865e-14
5.407347857730595564e-01 1.094420685855937068e-05 -4.783729923724476904e-14
5.530225812143004793e-01 1.356044139302530037e-05 -3.512261229460097855e-14
5.653102942861857327e-01 1.576286833482994914e-05 -2.015750564972558886e-14
5.775979242149096304e-01 1.742433792623707004e-05 -3.435030241769114142e-15
5.898854706183120911e-01 1.844815535541361950e-05 1.399305383612570980e-14
6.021729335279180084e-01 1.877246469573634076e-05 3.148309227255942031e-14
6.144603133900095049e-01 1.837292363079992124e-05 4.795117185041903246e-14
6.267476110460081795e-01 1.726358978057075956e-05 6.267966296089065712e-14
6.390348276934155747e-01 1.549600728817691016e-05 7.489287443611985518e-14
6.513219648294592545e-01 1.315561167301936082e-05 8.254779837273740050e-14
6.636090241803940248e-01 1.037179864635815932e-05 9.217035567611133138e-14
