0.000000000000000000e+00 5.756030901591405874e-02 6.917156498969538603e-02 4.661093487583249650e-03 2.741235952641246719e-05 7.116967434287235815e-04 1.857287988292276986e-09
9.832735501483760854e-02 2.999883487687663580e-02 3.309877549474895403e-02 2.223490021093363876e-03 1.397805712458245284e-05 4.702176934330805699e-05 2.043788536160370845e-09
1.966460635082589170e-01 1.382524833426387011e-02 1.945904693951246850e-02 1.794208814420050323e-03 7.698005776286267086e-06 1.636923241129273647e-04 1.685126182363553512e-09
2.458052773844247585e-01 2.153513986335617043e-03 2.923149205798830294e-02 2.289111875411240383e-03 1.034797810633924459e-06 7.376158483270575585e-05 1.522033173454138551e-09
2.949632876326632736e-01 1.552027238020902995e-03 1.661763947822286758e-02 3.358634846221090261e-03 1.434862680076103110e-06 4.958343579326280048e-05 1.523378323845358694e-09
3.195417605838068997e-01 8.554457215936923844e-04 1.713313581370508668e-02 2.441061752130891434e-03 1.448166557759929142e-07 6.703869843853186928e-06 1.527174645251442560e-09
3.441199188563998645e-01 6.652453153402973496e-04 1.987851136668074628e-02 1.530898896574110898e-03 6.458191259776838330e-08 4.437383886573720252e-06 1.513545020489404258e-09
3.686977737445393810e-01 6.483487061437130357e-04 2.043008395084152176e-02 1.721560573727733525e-03 9.173883651114584279e-08 2.907776340988353691e-06 1.501461113951697060e-09
3.809865916148769682e-01 5.913280270165762733e-04 1.971862038043394397e-02 2.165803076689815088e-03 3.383477415956292739e-08 2.625351249369195686e-07 1.495546590118799244e-09
3.932753382484913685e-01 5.761989143315644421e-04 1.845109707494434897e-02 2.591347515676371317e-03 2.153997518642062754e-08 2.271388375686214207e-07 1.490625922505338245e-09
4.055640148534181422e-01 5.616301166903618289e-04 1.693486879339239914e-02 2.915009832568751444e-03 1.584298291641768012e-08 8.705499838069995111e-08 1.486224690459691427e-09
4.178526223045974652e-01 5.477441873867645991e-04 1.566896564382343551e-02 3.097965662335583781e-03 1.384752059758208857e-08 6.959391477086579917e-08 1.482326316973787991e-09
4.301411610061816049e-01 5.321001988265319305e-04 1.529457611781363975e-02 3.129383139661175758e-03 1.016294538857849082e-08 8.294356993509983929e-08 1.478876234616961449e-09
4.424296309014081885e-01 5.164690171869700322e-04 1.626664863873195435e-02 3.018483797971063982e-03 6.338466224512977943e-09 1.144746263580445633e-07 1.475883404195677329e-09
4.547180314867944051e-01 5.018006781131649583e-04 1.849493423870580966e-02 2.793833075900514946e-03 2.887195814267004020e-09 1.409699968189178952e-07 1.473382920920912494e-09
4.670063618519104676e-01 4.892794904089720195e-04 2.146692359551684651e-02 2.505829561441155068e-03 3.706294002241437426e-09 1.617800908876368933e-07 1.471449851231930089e-09
4.792946207410944681e-01 4.800683610077720689e-04 2.461006590903567007e-02 2.231716482728811259e-03 7.338385881445945810e-09 1.751656419000293533e-07 1.470176234149389355e-09
4.915828066326696777e-01 4.751366668594595517e-04 2.745669997411110883e-02 2.072286973570926574e-03 1.092627790102908277e-08 1.803068496355583699e-07 1.469642848865773441e-09
5.038709178306570724e-01 4.750813307099312557e-04 2.965642031849937896e-02 2.110484953766125250e-03 1.400972791032483731e-08 1.768695834738572739e-07 1.469882642599990037e-09
5.161589525636703923e-01 4.800130284761552988e-04 3.095819571336980505e-02 2.343658026090078214e-03 1.638911703461476533e-08 1.652138050723509805e-07 1.470851786012492368e-09
5.284469090856233064e-01 4.894886928174748851e-04 3.119906385680231223e-02 2.690591715621738506e-03 1.793562803929026165e-08 1.459118107671591851e-07 1.472415624933484153e-09
5.407347857730595564e-01 5.025613119868833781e-04 3.030153528392031878e-02 3.059513735308528725e-03 1.857101896190982909e-08 1.204192187875381582e-07 1.474339932933960619e-09
5.530225812143004793e-01 5.180170983379878830e-04 2.827759838257424760e-02 3.381731416298525833e-03 1.826321451982160332e-08 9.064787558123471184e-08 1.476314778492102927e-09
5.653102942861857327e-01 5.344781511726397422e-04 2.524144394684836590e-02 3.612327108513907307e-03 1.702537516239646770e-08 6.123466957607047813e-08 1.477985770472167470e-09
5.775979242149096304e-01 5.506499336010674999e-04 2.144266419113389013e-02 3.724820322275158163e-03 1.491870527484271762e-08 4.509791166129031427e-08 1.479004246542717019e-09
5.898854706183120911e-01 5.654486433647785233e-04 1.735695900376793208e-02 3.707714011353265525e-03 1.204692761240121121e-08 5.943794284001133592e-08 1.479069600226016368e-09
6.021729335279180084e-01 5.780683745882929424e-04 1.391187850035345563e-02 3.563055055201475203e-03 8.574575042784511841e-09 8.968662085502634322e-08 1.477975748511303600e-09
6.144603133900095049e-01 5.880320567364364552e-04 1.267496199898132322e-02 3.306839521828243162e-03 4.759603906784089106e-09 1.232795572549414692e-07 1.475644439755313370e-09
6.267476110460081795e-01 5.951278495684095282e-04 1.461853894564030948e-02 2.970687800966255194e-03 2.121108816695781181e-09 1.477247405618967400e-07 1.472130787964738611e-09
6.390348276934155747e-01 5.995480489233745609e-04 1.864257991159874381e-02 2.608340217202056912e-03 5.062167297451958292e-09 1.889409225394669784e-07 1.467622332416048141e-09
6.513219648294592545e-01 6.011394050480583454e-04 2.333699692055888134e-02 2.299890687563209673e-03 8.414604759934371474e-09 1.338629711329229875e-07 1.462400459674301374e-09
6.636090241803940248e-01 6.017845005137520365e-04 2.759213057365105318e-02 2.145509395040022700e-03 1.458860117465518048e-08 4.232954193338876732e-07 1.456832370345739198e-09
6.758960076200742906e-01 5.966475125674611940e-04 3.166581461250314589e-02 2.256761492278212475e-03 1.048514474599587002e-08 6.166753957867331597e-07 1.451176621353560496e-09
6.881829170819161456e-01 6.007908091808937577e-04 3.294157739603911089e-02 2.446413738251532969e-03 3.415002506927117773e-08 2.811689652219207741e-06 1.446044474995259306e-09
7.004697544686849797e-01 6.007990602370797068e-04 3.266622138574741541e-02 2.702038814843604406e-03 3.208353211468463570e-08 3.288693193127159695e-06 1.441076533471833783e-09
7.127565208449717638e-01 5.760726602983524090e-04 3.329736298295319502e-02 3.189828812399669259e-03 7.650194776725188875e-09 1.489439475143296617e-06 1.436603197114995616e-09
