0.000000000000000000e+00 2.587341407859480302e-01 1.314131029894586578e-01 1.914209747877056514e-02 1.074762309175593107e-04 3.592697370609698911e-03 3.456368527829533074e-09
9.832852908523782853e-02 1.322930851619056880e-01 5.132316191076889689e-02 7.647118863131943146e-03 5.469538991630712492e-05 2.209172751360101656e-04 2.890397231863441602e-09
1.966425961780408349e-01 2.815580973978165993e-02 8.243905710023113897e-02 6.968115435034999763e-03 1.132930981692947395e-05 9.590317930266942801e-04 1.739447604801551934e-09
2.212222258727108981e-01 6.030122708521261365e-03 6.480656443794612087e-02 7.986781898727798867e-03 2.822025432038319107e-06 1.773136710878132915e-04 1.515327452347471155e-09
2.458017220148032700e-01 8.603086555843125890e-04 2.046549845168637444e-02 3.312115773492332708e-03 3.209312455049007415e-07 2.641488561987622653e-05 1.544476988250647688e-09
2.580913539090836650e-01 5.453926113295681430e-04 3.744316320671212117e-02 1.989389739562723823e-03 8.613123640407090127e-09 7.513814213188625506e-06 1.536002577340582056e-09
2.703809114674763370e-01 6.866477580140508069e-04 5.241890117761770218e-02 1.973410835870489238e-03 5.067638748593332324e-08 2.662552915954128102e-06 1.531940434148191697e-09
2.826703909462183750e-01 6.854219685779944704e-04 5.934118984746120096e-02 2.916903450803275989e-03 2.077036600487545637e-08 9.447002562441548228e-07 1.527268558132097174e-09
2.949597889088710345e-01 7.134327977407569797e-04 5.918968791857807943e-02 3.820589516013120357e-03 2.280550622163459190e-08 3.110497676550947234e-07 1.523492943112435950e-09
3.072491028506111332e-01 7.046040499752767973e-04 5.281512167562039256e-02 4.410834356324062032e-03 1.612981364914062932e-08 1.723472446586896257e-07 1.520161589121295446e-09
3.195383312766733597e-01 6.802409434199773721e-04 4.202199250996851987e-02 4.650954792016810321e-03 1.287912774164781267e-08 2.738285033229889956e-07 1.517386787808820312e-09
3.318274736880301723e-01 6.402206537355717994e-04 2.933417936610809365e-02 4.561700499677593702e-03 1.234844246624640664e-08 3.031069949741209968e-07 1.515078312412499370e-09
3.441165305004220687e-01 5.922278512408033976e-04 1.964741094526650453e-02 4.196786880664248216e-03 1.449306104942974491e-08 3.343585331205622855e-07 1.513174725924665206e-09
3.564055029122306650e-01 5.429699641590196840e-04 2.116705940460482729e-02 3.631167687218697128e-03 1.736474189948311379e-08 3.382295499593472764e-07 1.511583878357355770e-09
3.686943927367314910e-01 4.992271176956189667e-04 3.073275364323006451e-02 2.962635098537681842e-03 1.964440628690612718e-08 3.232284217384792225e-07 1.510193068262909298e-09
3.809832022136162011e-01 4.659970841578603721e-04 4.041021343728148224e-02 2.327566553526747972e-03 2.078774906665683426e-08 2.904894394468869918e-07 1.508859859980683570e-09
3.932719338134814113e-01 4.455097868354142266e-04 4.724853734261011406e-02 1.927991429327558740e-03 2.060896051210759658e-08 2.455979387479818806e-07 1.507414283282889091e-09
4.055605900473869818e-01 4.371352947182190218e-04 5.021945820468205757e-02 1.951982005221442962e-03 1.913761500565333156e-08 1.956316499988169749e-07 1.505671645050433015e-09
4.178491732917123391e-01 4.386553096893545988e-04 4.907117360000501360e-02 2.326273322948474616e-03 1.655969797205479198e-08 1.525174059575820778e-07 1.503454001803378068e-09
4.301376856364992896e-01 4.481576599595614723e-04 4.408281834341004624e-02 2.819267431478934046e-03 1.323050388322607602e-08 1.347260981546967999e-07 1.500619476696837748e-09
4.424261287633566297e-01 4.650875653519613595e-04 3.605276862502578700e-02 3.274740318954078803e-03 9.817051464018622106e-09 1.523335107990252262e-07 1.497091724987653687e-09
4.547145038569040398e-01 4.900271073448140028e-04 2.658227752423540299e-02 3.616162835999019165e-03 7.744947087552563524e-09 1.906854774151738870e-07 1.492878382431051704e-09
4.670028115517119716e-01 5.235473266837479449e-04 1.937294947723353436e-02 3.808513421993055433e-03 8.748626000695654943e-09 2.318850988728266883e-07 1.488080428018936499e-09
4.792910519148211312e-01 5.649539567678138301e-04 2.084208079680572451e-02 3.839951410778905984e-03 1.197178636650049810e-08 2.660690003269173143e-07 1.482879532804850267e-09
4.915792244622346763e-01 6.117300190872419861e-04 2.985031360558773258e-02 3.714866688730735465e-03 1.565722958034003731e-08 2.882650820550502864e-07 1.477515256497068839e-09
5.038673282063116377e-01 6.596760022508394794e-04 4.036709145593381926e-02 3.452120027168891197e-03 1.892229971672471869e-08 2.958475111422562879e-07 1.472245231184227962e-09
5.161553617297789387e-01 7.036508045088352018e-04 4.944979758466142711e-02 3.087134795149984543e-03 2.133032124321615986e-08 2.880014432441442552e-07 1.467305039432051798e-09
5.284433232811329706e-01 7.384495980188428505e-04 5.572143007957570948e-02 2.679205826926753676e-03 2.262902512613322965e-08 2.651722907432238518e-07 1.462876632053638514e-09
5.407312108855351074e-01 7.593978122641400434e-04 5.843225835897072895e-02 2.325072221219787356e-03 2.267936714269999662e-08 2.296219861836564019e-07 1.459062013362357859e-09
5.530190224649154107e-01 7.629635545388660728e-04 5.725273651983876083e-02 2.161269622190765873e-03 2.143941002420695683e-08 1.860423654284387341e-07 1.455886275129385396e-09
5.653067559608830894e-01 7.471181702838808119e-04 5.225540331683450196e-02 2.293280033160395408e-03 1.896496728018380573e-08 1.446188184860930255e-07 1.453312084742605280e-09
5.775944094541812790e-01 7.115972306076099501e-04 4.399682076311162843e-02 2.687900420720158810e-03 1.543983244001935286e-08 1.264414699209197845e-07 1.451274477317805027e-09
5.898819812748085090e-01 6.581267429987857406e-04 3.384720055178395276e-02 3.219713523559265302e-03 1.127875662057701088e-08 1.501667350213224552e-07 1.449714317721672413e-09
6.021694700975269710e-01 5.906707041797286959e-04 2.522106834560555733e-02 3.773882132736290813e-03 7.676703799075995977e-09 2.012841697407914793e-07 1.448612461377215626e-09
6.144568750182651806e-01 5.156264847958078133e-04 2.509127555728912426e-02 4.269304943632208638e-03 7.714551406364191181e-09 2.647658320067528934e-07 1.448003699873056215e-09
6.267441956078696474e-01 4.421080732242558447e-04 3.504585478668430232e-02 4.649840913335088685e-03 1.185524802986105195e-08 3.039505028981594190e-07 1.447970235168253528e-09
6.390314319407228716e-01 3.810149198243449956e-04 4.862317943358852868e-02 4.872109770609212194e-03 1.773347806183402475e-08 4.114219681422495546e-07 1.448601356637569128e-09
6.513185845969022836e-01 3.459406498426773210e-04 6.212998174745078955e-02 4.922230082190311509e-03 2.151491150357813286e-08 1.935866880502263056e-07 1.449976579719179479e-09
